| date | open | last | high | low | volume | amount | exchange |
| 2021-11-25 | 14884.85 | 14827.95 | 14897.18 | 14819.68 | 446980497 | 6636887104190 | 6636887104190.19 |
| 2021-11-26 | 14802.02 | 14777.17 | 14862.93 | 14745.59 | 441289630 | 6528981572465 | 6528981572464.90 |
| 2021-11-29 | 14635.48 | 14810.20 | 14825.43 | 14633.06 | 435390977 | 6424729396537 | 6424729396536.71 |
| 2021-11-30 | 14854.52 | 14795.73 | 14870.23 | 14712.82 | 473012832 | 6997244136168 | 6997244136168.32 |
| 2021-12-01 | 14794.37 | 14794.25 | 14824.81 | 14724.72 | 460441181 | 6805900811068 | 6805900811068.06 |
| 2021-12-02 | 14769.69 | 14765.56 | 14834.79 | 14740.24 | 478637879 | 7074361983736 | 7074361983736.20 |
| 2021-12-03 | 14772.67 | 14892.05 | 14892.05 | 14767.45 | 433966983 | 6444633913825 | 6444633913824.55 |
| 2021-12-06 | 14872.55 | 14752.96 | 14942.24 | 14742.10 | 467776998 | 6928915597742 | 6928915597741.80 |
| 2021-12-07 | 14845.02 | 14697.17 | 14861.38 | 14602.73 | 450142170 | 6626284803059 | 6626284803059.20 |
| 2021-12-08 | 14748.65 | 14964.46 | 14964.46 | 14733.89 | 408102745 | 6075671786804 | 6075671786804.48 |
| 2021-12-09 | 14965.44 | 15147.87 | 15193.68 | 14957.34 | 470547554 | 7105093962805 | 7105093962805.02 |
| 2021-12-10 | 15044.68 | 15111.56 | 15148.78 | 15026.37 | 453860026 | 6851275792685 | 6851275792684.82 |
| 2021-12-13 | 15166.16 | 15212.49 | 15288.65 | 15151.80 | 475162325 | 7230852371162 | 7230852371161.83 |
| 2021-12-14 | 15171.05 | 15136.78 | 15185.25 | 15109.06 | 461568426 | 6989852234255 | 6989852234254.78 |
| 2021-12-15 | 15112.18 | 15026.21 | 15187.26 | 15012.75 | 475018502 | 7161097091841 | 7161097091840.81 |
| 2021-12-16 | 15047.47 | 15112.81 | 15112.81 | 14977.45 | 474491508 | 7149490950177 | 7149490950176.52 |
| 2021-12-17 | 15075.23 | 14867.55 | 15075.23 | 14867.25 | 504183204 | 7530821498912 | 7530821498912.04 |
| 2021-12-20 | 14818.42 | 14569.18 | 14902.13 | 14551.36 | 504639909 | 7405198727579 | 7405198727579.01 |
| 2021-12-21 | 14559.72 | 14688.98 | 14702.38 | 14547.60 | 480362783 | 7035547035909 | 7035547035908.56 |
| 2021-12-22 | 14723.41 | 14791.33 | 14813.04 | 14709.40 | 531632653 | 7852882369844 | 7852882369843.94 |
| 2021-12-23 | 14818.99 | 14863.93 | 14878.95 | 14790.45 | 492400676 | 7309413932177 | 7309413932177.03 |
| 2021-12-24 | 14872.42 | 14710.33 | 14887.46 | 14674.14 | 507365222 | 7487345864273 | 7487345864272.82 |
| 2021-12-27 | 14704.29 | 14715.65 | 14802.35 | 14652.42 | 436106669 | 6421004911510 | 6421004911510.33 |
| 2021-12-28 | 14736.73 | 14837.87 | 14841.88 | 14696.45 | 432157118 | 6392496899931 | 6392496899930.53 |
| 2021-12-29 | 14828.19 | 14653.82 | 14828.19 | 14645.20 | 424280068 | 6240765219817 | 6240765219816.76 |
| 2021-12-30 | 14652.08 | 14796.23 | 14846.82 | 14652.08 | 455430806 | 6724455585925 | 6724455585924.93 |
| 2021-12-31 | 14842.07 | 14857.35 | 14871.98 | 14797.11 | 468675226 | 6956146443325 | 6956146443325.15 |
| 2022-01-04 | 14935.23 | 14791.31 | 14941.19 | 14681.71 | 570546865 | 8446796092317 | 8446796092317.22 |
| 2022-01-05 | 14752.08 | 14525.76 | 14767.22 | 14469.37 | 583832784 | 8516631544961 | 8516631544960.80 |
| 2022-01-06 | 14432.46 | 14429.51 | 14497.77 | 14298.48 | 513516007 | 7399039891580 | 7399039891580.11 |
| 2022-01-07 | 14449.54 | 14343.65 | 14495.67 | 14331.98 | 561849848 | 8085262780987 | 8085262780987.47 |
| 2022-01-10 | 14304.86 | 14406.97 | 14430.09 | 14194.35 | 463125105 | 6642975424849 | 6642975424849.35 |
| 2022-01-11 | 14402.22 | 14223.35 | 14433.56 | 14201.90 | 475474032 | 6792750399141 | 6792750399140.64 |
| 2022-01-12 | 14316.53 | 14421.20 | 14426.12 | 14293.41 | 466111365 | 6702794849132 | 6702794849132.15 |
| 2022-01-13 | 14440.98 | 14138.34 | 14440.98 | 14138.34 | 495139094 | 7050394490067 | 7050394490066.68 |
| 2022-01-14 | 14054.67 | 14150.57 | 14219.44 | 14039.87 | 506382268 | 7158537073336 | 7158537073335.95 |
| 2022-01-17 | 14163.00 | 14363.57 | 14374.47 | 14159.27 | 505321980 | 7225651208625 | 7225651208624.60 |
| 2022-01-18 | 14365.19 | 14391.39 | 14444.54 | 14285.63 | 548870207 | 7889379854454 | 7889379854454.31 |
| 2022-01-19 | 14376.36 | 14207.19 | 14413.38 | 14120.24 | 483398527 | 6886948198929 | 6886948198928.96 |
| 2022-01-20 | 14188.51 | 14198.30 | 14312.00 | 14149.50 | 517115385 | 7353346300341 | 7353346300341.00 |
| 2022-01-21 | 14144.22 | 14029.55 | 14181.62 | 13991.64 | 438784152 | 6172641399289 | 6172641399289.04 |
| 2022-01-24 | 13941.90 | 14081.80 | 14133.04 | 13918.99 | 371844184 | 5222406545048 | 5222406545048.24 |
| 2022-01-25 | 14018.93 | 13683.89 | 14091.88 | 13682.72 | 446105457 | 6164952875993 | 6164952875993.31 |
| 2022-01-26 | 13742.03 | 13780.30 | 13820.94 | 13580.40 | 351288315 | 4822209641512 | 4822209641512.20 |
| 2022-01-27 | 13756.87 | 13398.84 | 13773.50 | 13395.36 | 373194453 | 5046546870323 | 5046546870322.70 |
| 2022-01-28 | 13515.47 | 13328.06 | 13553.22 | 13227.83 | 358892927 | 4798291962422 | 4798291962421.66 |
| 2022-02-07 | 13558.94 | 13456.65 | 13632.45 | 13412.20 | 371634394 | 5017225360571 | 5017225360570.73 |
| 2022-02-08 | 13432.08 | 13325.41 | 13432.33 | 13051.80 | 394133103 | 5230085843068 | 5230085843067.54 |
| 2022-02-09 | 13321.81 | 13531.31 | 13541.87 | 13283.20 | 430442323 | 5790364651690 | 5790364651690.25 |
| 2022-02-10 | 13537.31 | 13432.07 | 13537.31 | 13339.50 | 408941572 | 5494658917586 | 5494658917586.45 |
| 2022-02-11 | 13360.40 | 13224.38 | 13452.72 | 13206.63 | 441761801 | 5873036131799 | 5873036131799.24 |
| 2022-02-14 | 13140.35 | 13123.21 | 13280.08 | 13049.45 | 391449471 | 5147918067500 | 5147918067500.18 |
| 2022-02-15 | 13143.10 | 13345.63 | 13346.67 | 13138.44 | 371391608 | 4930934192143 | 4930934192143.31 |
| 2022-02-16 | 13403.64 | 13376.36 | 13446.06 | 13339.80 | 375308775 | 5024411196494 | 5024411196493.50 |
| 2022-02-17 | 13360.46 | 13422.90 | 13490.86 | 13322.69 | 429285613 | 5757643034398 | 5757643034397.95 |
| 2022-02-18 | 13334.90 | 13459.68 | 13460.21 | 13316.47 | 388370497 | 5208871710224 | 5208871710223.64 |
| 2022-02-21 | 13464.85 | 13471.16 | 13503.09 | 13404.73 | 448012142 | 6030091107192 | 6030091107191.72 |
| 2022-02-22 | 13384.03 | 13297.11 | 13384.03 | 13216.63 | 456917841 | 6076667643038 | 6076667643038.19 |
| 2022-02-23 | 13319.87 | 13549.99 | 13553.27 | 13319.87 | 454061013 | 6118189118810 | 6118189118810.23 |
| 2022-02-24 | 13459.01 | 13252.24 | 13538.71 | 13093.97 | 629045621 | 8363144756645 | 8363144756645.11 |
| 2022-02-25 | 13383.24 | 13412.92 | 13540.99 | 13383.24 | 434650891 | 5844192729300 | 5844192729300.22 |
| 2022-02-28 | 13397.93 | 13455.73 | 13457.61 | 13279.32 | 397940260 | 5331425856831 | 5331425856830.53 |
| 2022-03-01 | 13493.28 | 13488.64 | 13517.25 | 13393.85 | 399261092 | 5376681436305 | 5376681436305.36 |
| 2022-03-02 | 13412.90 | 13346.96 | 13412.90 | 13267.55 | 400429912 | 5342724087963 | 5342724087962.64 |
| 2022-03-03 | 13397.97 | 13201.82 | 13407.04 | 13187.74 | 451125702 | 5984423037404 | 5984423037404.40 |
| 2022-03-04 | 13089.42 | 13020.46 | 13204.24 | 12972.24 | 448266776 | 5856895307622 | 5856895307621.81 |
| 2022-03-07 | 12930.73 | 12573.43 | 12930.73 | 12523.45 | 430338499 | 5454914869319 | 5454914869319.13 |
| 2022-03-08 | 12594.60 | 12244.50 | 12653.46 | 12178.18 | 485660820 | 6002142851612 | 6002142851611.60 |
| 2022-03-09 | 12282.15 | 12107.17 | 12337.77 | 11598.39 | 521187995 | 6261783631941 | 6261783631941.12 |
| 2022-03-10 | 12421.76 | 12370.95 | 12486.91 | 12331.51 | 457351733 | 5669540939559 | 5669540939559.40 |
| 2022-03-11 | 12181.48 | 12447.37 | 12464.50 | 12043.38 | 446429139 | 5499300146343 | 5499300146343.25 |
| 2022-03-14 | 12315.77 | 12063.63 | 12389.41 | 12063.63 | 410957922 | 5002271607187 | 5002271607186.58 |
| 2022-03-15 | 11948.63 | 11537.24 | 12086.04 | 11537.24 | 491133199 | 5756166222034 | 5756166222034.49 |
| 2022-03-16 | 11765.31 | 12000.96 | 12034.46 | 11331.23 | 510653177 | 6020030727449 | 6020030727449.02 |
| 2022-03-17 | 12228.84 | 12289.97 | 12497.86 | 12218.17 | 530552561 | 6544542690789 | 6544542690788.67 |
| 2022-03-18 | 12222.22 | 12328.65 | 12368.59 | 12141.75 | 452016282 | 5550607764145 | 5550607764145.06 |
| 2022-03-21 | 12385.87 | 12379.64 | 12469.98 | 12257.67 | 472491318 | 5844290786503 | 5844290786502.74 |
